SubjectAssertion_id,external_id
sa_ed70570e23b72b317ff02d44109395cd,GSS1022
sa_7631e59e02d4f388f675843eda58d1d9,GSS1698
sa_918e60fc1c685a74350a232229b42445,GSS1310
sa_93ad6e6651348661e4f14baa228e2b62,GSS1339
sa_50d72a8699017a735f665b24dc6b9795,GSS1336
sa_b192c7cffcedabe19660a0415f818258,GSS1108
sa_0db86f4c274ee5a4116a5f8774f8efc9,GSS1540
sa_663ef633729f4b14e98383152e6a13d6,GSS1732
sa_d1c5ef10de89bfc541daae1525b00479,GSS1614
sa_215a14258a5690cfcb658f86bc5e7567,GSS1259
sa_4bd59cdccc797e6198302bc14853d276,GSS1888
sa_f1936db5a9c147502a44bf8611c498ce,GSS1787
sa_9d50681a59abcd4f851dad743ee302fb,GSS1374
sa_fca443de8e9eb3dc4423291f7766d69b,GSS1391
sa_005f115f32a173f96e84b06e40607a5a,GSS1888
sa_a13cb09c1588d05bd7af4bbce6e87c3e,GSS1444
sa_c4079c0289d161f88d60872313c2fc50,GSS1383
sa_b300d0e00c7c3920a40ae54a40b94839,GSS1326
sa_b5daebab44b2c49850bf6e18b3e11bad,GSS1533
sa_890721012d30b09d40e16da4eb3c1e3e,GSS1681
sa_f20223a4825001e29b4af06c41cc6c62,GSS1638
sa_b848d25d6940836dd8a7998ddc581ad4,GSS1392
sa_684e6bc4f527c72b750e33250d24e305,GSS1398
sa_515be40a3db440c7f83065bcc7a731a5,GSS1429
sa_1c6e30047834a74aa2b2df0fa97db895,GSS1507
sa_b046498ee61f5fedef15fb9419aa1123,GSS1638
sa_1320c5560f62f94a0bc1fb8459420d23,GSS1503
sa_386257ba205817ea416d8535bd6eedc9,GSS1343
sa_d98991f083abe92b875030474104f14e,GSS1022
sa_0a3f8f9b9679b098a31afb2649bb7c1b,GSS1918
sa_9470cb17e800cd45237466abb44597b5,GSS1505
sa_1930e1521d2db83b76b22a7434a57c70,GSS1897
sa_494afd84bacf2197a4cc95abc2d1ddfd,GSS1420
sa_16e0822a2e6ab9ccdb8f52d92f1666fe,GSS1964
sa_9eb5564bc55fe71489b180a74e0478a9,GSS1918
sa_4670bde7387dd63c492218ba962e164a,GSS1454
sa_9d780f001c6991bfc1fef8c6babaaa8e,GSS1398
sa_03a3b2c22136805217a61f0acc83a7d8,GSS1261
sa_a6764bd5987c2207c888b8db849ec203,GSS1336
sa_e4fd8d7dfbf8c2b234cea3e61b5d801a,GSS1392
sa_d8276d77fefe95bf4af4fc5085fe3b54,GSS1505
sa_13b9ba564361036bad9ec539d64e1de6,GSS1228
sa_bb2eec3c8ec33172b08293d1328fda37,GSS1614
sa_09716899db059e485c2d14478dcfebf2,GSS1338
sa_60db0a8c83b59c7346b157d407a4bd9c,GSS1403
sa_c2d265cf192f7f8378cd9f99f8497bc5,GSS1481
sa_c4bbf215ae374660f8e6c43076fd87bc,GSS1392
sa_65e3bfa98a818bc522ebc6852ea8f7fc,GSS1418
sa_bf4e08712c78d124d84a76957cdbc642,GSS1465
sa_7d1bb8400bf69110a6470584f805133c,GSS1119
sa_bfe78cfda09b76175b19e42045a65bd9,GSS1429
sa_cc1f9ffe7d4ebf4ecf70316540e9cae1,GSS1357
sa_742473740b80ba5daca588a4ac6d37bb,GSS1392
sa_e3e72a1e3ba6559fc8e2dd2f54122de0,GSS1336
sa_7c1affb6ff0bad36606ecea5cda4906c,GSS1263
sa_8439345475a96ca4d88aefda6435d72f,GSS1481
sa_af9240d830a3b0191f4679d0f12fbba5,GSS1460
sa_935a1e012f6a051fcbbdae3ac86f88d2,GSS1729
sa_e8cc87ec894d9e54637c15d912df786b,GSS1339
sa_0316ba5c7d8d76376e90e8dc6eb78de8,GSS1228
sa_bcd0b7f3d062e45baca9031a066f1d48,GSS1339
sa_b684541cdcfa47fd92b7a210383c4bba,GSS1370
sa_f321ee76bd7ac83c31b3003b0ee4927a,GSS1606
sa_4aebcfb6fadd46d9c359394fe5df2c2e,GSS1540
sa_5fc97bea68c961747c63d0c20d39cb27,GSS1383
sa_edaedde2f536719f94fbf0a2049a72ae,GSS1465
sa_2409688468be6672151edb4b9e92ecb0,GSS1638
sa_76f42042913788c6a609d6d555185b40,GSS1339
sa_cb40a7a22795602816951330a1674156,GSS1398
sa_337fd9cd7852d55387827e598a1c2583,GSS1338
sa_332587a350942570c00135eecc37d6b7,GSS1745
sa_ec2d44627ae8e943207f49cb1c5ecdc1,GSS1259
sa_2df3e044b6205c974b5f6516dc5c206f,GSS1468
sa_848dd69ad500bb6c92ce1fa3a4e5f744,GSS1314
sa_cd6b0f1db98b4a612ee31a1db47d83b4,GSS1454
sa_a0fe81409e57a6130df2a2eed45b2857,GSS1370
sa_4274b8418dca234b3927e0a4686c2b9b,GSS1745
sa_7559b175b9cead687a79bfb6c81b7191,GSS1343
sa_a125d6beee6c3621f4c4bfa45efd02b3,GSS2063
sa_20be444ce19935b545a402671e3cea38,GSS1787
sa_84ab108dec543826f2d54e8093a7da54,GSS1460
sa_3b2c00711ffb6d4d59f140f3db7a573b,GSS1819
sa_db4333ebb2f6809e8fbc3f6ca9d428db,GSS1460
sa_8822b3b79989a1d15b93d14dbe07ac7b,GSS1444
sa_4b283886d26fa3c97e48452f49e9c993,GSS1619
sa_899457406a393bddb77e4f4cd4ee2289,GSS1918
sa_0c57699811f8eb6157b3efc58b584108,GSS1481
sa_0e5a99e99e7c132ec14d1e041b5a4abe,GSS1022
sa_49f8cab04b6a1335bcb6f859f8027f41,GSS1505
sa_7c19eacd55ad77a5d94f6b0ece04ce38,GSS1918
sa_431abb84fa0d0735d5611478ff40bbfc,GSS1310
sa_b7f845d9ee84a52e01b134e447d59565,GSS1613
sa_45050599c55705a28f934779e7408439,GSS1124
sa_44a58aed03313d57800583e56e8069b1,GSS1507
sa_d2017a384f4ffbe8cb17fcb1032b9e3b,GSS1383
sa_a46d009fa757df749e83187fe97e90f2,GSS1700
sa_de31605e38bea7d532bfb8d0e5a08c9a,GSS2063
sa_af721e60eb8768811ffe8dfba712515f,GSS1022
sa_b60e71804e23d24f202aa55ae40c8454,GSS1326
sa_707180ea530681740cb561f27ba93e5b,GSS1626
sa_11b0e9379aecee2d8893fae13b9561a3,GSS1734
sa_5931e0b164e0c27266fd0d6b53d72db6,GSS1441
sa_50b959d1907ed0649458683fb4179fb1,GSS1517
sa_da9f43cdcffd8882d7b9ab94797edcba,GSS1533
sa_cfdd4abcdc4ee7b3ec5b606f65c67cc5,GSS1507
sa_8497d36dec1597d2ca6a188b4778254d,GSS1383
sa_d86d38fc2de3a4c8337afa40f4766147,GSS1398
sa_2841e37eaaab804b3d2a515580ec88da,GSS1108
sa_38c2d8a34e742a159eaa18b11cbd9884,GSS1505
sa_1581dd392aa677c78bc05f3490a01c16,GSS1681
sa_d16470d0306e0aa35aa8aa194fa65229,GSS1338
sa_850ed89d21cddf4b121b6fc01333a90d,GSS1261
sa_96398399d78105874d78e4fb4eee00bc,GSS1752
sa_9d0f52930175ba55713c84b9dc768656,GSS1533
sa_e2d33a065085b696c32ddbba64fb6d15,GSS1374
sa_f81ed69835a309392f6aa07a96397d5b,GSS2063
sa_40ac2fc07578c65ec60ee70e301abd44,GSS1700
sa_301d3a038c48cf5a9e415194636818a9,GSS1391
sa_bbbb6e5e1807c18c989b20e6c3de95d4,GSS1254
sa_bc26b285e2992c241d3bf9c8168367fb,GSS1698
sa_b48a2a0064cb6cfc86b1f115b105af7a,GSS1609
sa_e5962860f36bbda1ee8e688d8a4d39f2,GSS1339
sa_9369b5e1bc250edde001c9825cdface1,GSS1336
sa_d3f4ed48750b94a3eed08c77c7d871dd,GSS1412
sa_b72e49c4af1c8176b3c8bffc03ab1a9f,GSS1732
sa_d0e59c2eca9bf0e4b5027b55f07bca04,GSS1597
sa_69c25b1411bb3f67406d1904337def0f,GSS1391
sa_de3b19058f9bbcc0e72e5d5875f60aad,GSS1108
sa_0aaf7f98b1e8a35f3787b29babc1ffee,GSS1727
sa_b244409b5d006bd53393c97c1886fe9e,GSS1605
sa_4c57cf55f5519eb362b059f58c480649,GSS1370
sa_f659e8ab99e1c3430c93480adb378c3a,GSS1314
sa_3f27c82dd596a17391f730533d9d5e36,GSS1357
sa_7f2a511c143f3409cf3e023fc108ebc2,GSS1614
sa_91c205d0ce3d7b0cdf1a4e3e8dfa3c39,GSS1445
sa_1ce597f6d861407cfd75c82309ee8afa,GSS1441
sa_e4a232b203d15c455d61b308a9c7ba29,GSS1263
sa_0c46fe121ae9d42b8392fa9d3f5e6000,GSS1228
sa_3bc97bc962959d3a69eebbfdd749a674,GSS1667
sa_7af491f2b9d50d40ca50c4d2b3226f22,GSS1429
sa_cddf21e0ead4de639aed2c6751941dd9,GSS1310
sa_22ccb1ca1ebf06d5e1457b28f6cdf6ad,GSS1665
sa_9af5340a2df02d6cd5daf0b4becc800f,GSS1429
sa_edb15f7c6a1d3bc28e684c2d6ad5ea47,GSS1445
sa_52bf1d48d46a8085681ac3eeec1bb110,GSS1468
sa_a71b49673423f0bc995abb98cd2443ff,GSS1729
sa_708de5598e60b2708b1ac5ea520148c5,GSS1734
sa_ac08244ea72d4cee447f24d103fa9aee,GSS1667
sa_bd116256fc04c41cf5d37d3a8054e95e,GSS1261
sa_4a7783bfb18005bc31ba9198213efc35,GSS1441
sa_6eb58cba1ea3b92ae4a4701357dc8078,GSS1376
sa_8e42cabf58aa3437e6ef7605bf8777fa,GSS1371
sa_1b154b81dc19cc98c1b10c277105236e,GSS1310
sa_a554219eae61d8cec58551a2660d3005,GSS1507
sa_afadb3c2e1dabdc227b80d72bead236c,GSS1819
sa_1715e23339757748b99b6aa2d0fe17eb,GSS1336
sa_49130503613b38a106facf3dfa0599e9,GSS1638
sa_2592471597e51514dadaf3d17bdb1bf3,GSS1421
sa_79b7c1e2b4e1d2c08ee39029821e4a58,GSS1507
sa_e07b29532290d35a5dd222c99d4a79e9,GSS1357
sa_b25abf38b7cdf56950aaaa8b2a1d2844,GSS1505
sa_7aaeeedf6797f74321623165fd39ced5,GSS1888
sa_e8c4a14c0cc55350d8b7ace625aea45e,GSS1507
sa_3fd2ccabc70d614847159ef5154f2fed,GSS1313
sa_2c380a70493f2006e68a335e1152b3f4,GSS1608
sa_5179f5a61820783a8d21e49bbc0cb723,GSS1339
sa_1f408a37f92841b3926f291d299f466c,GSS1727
sa_e9a58a3adfe5f04f747caf3c0538853b,GSS1507
sa_47d73d9413f17f29f2b2f02f13c05acc,GSS1331
sa_d6aa1b67b874c874071f23c879a33f33,GSS1410
sa_49f4812b7327b6b6f14bfc1715afaf0c,GSS1355
sa_1355a2a976de1e161ff50e3f1a27d674,GSS1780
sa_ae359fedeacc0c89f8e5d2abe4405342,GSS1734
sa_5c784b652817988ed2938ac3eaaf425c,GSS1727
sa_dc0f25d2df77ec61081113e641e6022e,GSS1124
sa_2da4a9da37a6d7300b808633f3603c01,GSS1505
sa_f3223fd4b69cc49f5c4b99ac0374858c,GSS1516
sa_afd5ecc5faaed6ad482e0275c176ba0b,GSS1517
sa_76a60e9ab256c1d603fbb4c78ece33af,GSS1897
sa_4f87078e8dc33f96a97a36e90ca30d4d,GSS1629
sa_1860c93730a65c6e8df27b70f27eb2f3,GSS1444
sa_a83a0e55706dcb59081d8553d8934fd1,GSS1629
sa_12a8547a8305fed55dced1e4da5d3b0a,GSS1638
sa_55c8dac4ab63fb2d20d8ca00484ae86c,GSS1626
sa_983242637acd9e60e14bce6e54bc65f8,GSS1383
sa_39db608e759675a7c40d41dc6fdc5a59,GSS1371
sa_76a5574bcd016a10a7e81f6525ee9029,GSS1732
sa_5b9d41a7957e5ee388ede1b4b239e4fd,GSS1377
sa_63aca3af8d13657d938532a3d56aaf63,GSS1202
sa_b9a32d6eefe2df28d658dcef9b282f86,GSS1752
sa_f9b12641941b15ac898e5b3afb233a3c,GSS1613
sa_b3aeaa7b3cd2c52bdaf6d9cfd41d72f8,GSS1410
sa_08566fc1a7171505c1e55f04bed1b322,GSS1502
sa_16376ac802473aa6efbb978cf80842cf,GSS1119
sa_830abcc6e8ee34bea73e3e946ed186d7,GSS1254
sa_3bd0f04aa0a60b1bfb94c22ce107a8c9,GSS1259
sa_c89858f5d21f5fac7a0e1a5278f93604,GSS1698
sa_f32c915309b99a8292db05fc2e705cb9,GSS2063
sa_cdc8c871c821a13212c534878fbc9c7b,GSS1314
sa_a68ff8b9986bccf20ea19f2759916141,GSS1745
sa_c91273252991cf08bedff50be7587775,GSS1613
sa_5981aa7a768f190cbf19bfe2cb3bb55c,GSS1787
sa_a90ed878485b8f7231e6da38045a686d,GSS1734
sa_1fa30a3b97b6d821f2276eaf68360469,GSS1313
sa_6bc2a17a3b333328944fb6c56a8032bf,GSS1651
sa_14d2a8e7946f9fe207b22ef6db772ea7,GSS1674
sa_86b072261ad6bd551fb0a09fde6dd743,GSS1888
sa_26ae6c256afe10ef1cbf8703f7ed6368,GSS1357
sa_a1caa1b7762ddb151af65d2ff3ccbb42,GSS1022
sa_fb169297f5bc00eb28a70a3574ecf4ed,GSS1481
sa_b483d11b04ca8c58b9a43c6a1acf1002,GSS1254
sa_07c2c0beaee2bfea37faa95cd640c92c,GSS1502
sa_7d783973685008bd0ed1562983705de2,GSS1714
sa_36c8ea2dfc3af1af382f055147fe87a1,GSS1108
sa_cb15023dbf17991e1b190292c900b05e,GSS1263
sa_2a7f1b643d86f447de365146413000ee,GSS1398
sa_7f0dc1880a828d77b1032df3e8d9e896,GSS1429
sa_0af9780c33be43523f9b0f30eb308eb7,GSS1445
sa_077ef20a29c102b2b715c2f99a1d8b05,GSS1339
sa_0458b45b4e76deb9a4e795b723387656,GSS1398
sa_d6ed553f2d523eab3c27e75d5fc6044f,GSS1708
sa_c2bf0767ba4dd48fdfec4b09adb50ee0,GSS1505
sa_0920a5b8f23e81c734f0da68db1a2f72,GSS1609
sa_fbeccfe17755d4fd7587bddd41164788,GSS1681
sa_df5ed3b577269f7074cfef4b347fc29d,GSS1516
sa_07a74d98971ab99327418eedbac69561,GSS1533
sa_8405392364ad5b40f2350def78359923,GSS1403
sa_31766924eba8a609b6cf315d2554471b,GSS1708
sa_989e5bea8466036b1c62cf0c55637e9b,GSS1247
sa_59a38180bd38c4d151caa2c86f5d58f7,GSS1371
sa_3d8404d9618f86dec1019e82bdbfe549,GSS1228
sa_68cfa3bb22c26bd18e142369d0c4b069,GSS1507
sa_0294be0516665ec47d2cd2d13adc4064,GSS1787
sa_557f1514a1d2ec7e1b8ed2998083fc1d,GSS1228
sa_f8c3448a13c9bc336511490bf88d71fc,GSS1022
sa_059b4171585f585d05cd50e9fdf90040,GSS1432
sa_0c82d19f7593ff5328596ca0f04a751b,GSS1228
sa_c13b2fa62e32d47515585affc7673d1c,GSS1261
sa_05c32afbee65aa0d7d7d94d673dea815,GSS1638
sa_ae4eb8275e1b1d99a9000b215120b164,GSS1708
sa_b6343a909bd41af80bdb0fbcea934fe4,GSS1505
sa_9d6db80fd43c2ecc192d38715ee36fec,GSS1729
sa_d782deb20fcff12f3b4c65eff7bccec3,GSS1444
sa_62a30aa1b8bd9c32e07982fddbf096d7,GSS1507
sa_8996e1a6afe8e981765a5bea82003015,GSS1398
sa_1968efb2fc73feb4c8b3e3091512333c,GSS1421
sa_852c5364e41805679232834a0002c00b,GSS1445
sa_29873e48cec4e2d9306054c302658959,GSS1667
sa_ffc2b9cea33acd99934a0c386c6f9ef0,GSS1897
sa_9d28f84e66ca7c28ed031e1cacba2f9f,GSS1391
sa_da6d404bf043d65824c71fa9f8dbb616,GSS1261
sa_3ffebfdb00bac3f646dd375033a6cc48,GSS1613
sa_ae0208b568a71b7d4bbe23e901973f9e,GSS1357
sa_006cfe33108b52f1e70b8d55ad3275d8,GSS1619
sa_8d1863e3e10a1547184ae80c0eb0d734,GSS1613
sa_9285985493a6fc54016f406d7af17649,GSS1732
sa_ebd2c18cf283c626ef9c26a0e29bc9c1,GSS1298
sa_386bca8c3be05e4509a3fcb42f57f401,GSS1391
sa_270a77ff0f75c42226084570f3bf9ff0,GSS1708
sa_f34f2c4cc4bab9e7759e125b2116f7ee,GSS1261
sa_859a16f105f3fd68d9fca345f47d4dee,GSS1331
sa_9de86a220b0093fccbd104887ed1cf77,GSS1732
sa_d79eae9fbc10353116618879f3f9ebf1,GSS1441
sa_3e5181cc81688ba1e28d5f9bb3089972,GSS1392
sa_1b7d9f583a53740b9b0bdca26423a55d,GSS1338
sa_4de45b74a71ea31a10d0bef79dcccea6,GSS1629
sa_b441a7f373374c38d0e3a1052c50bdc5,GSS1667
sa_63cb0dc2bba8316c8c75fbb64c583e03,GSS1888
sa_f1bbf70c5d7a611982ddba7360477ba3,GSS1391
sa_8b84e36ad9d08b75526ebc0905b0a7c1,GSS1345
sa_0cbe1c7c6834f8e95d19e65ab952539b,GSS1619
sa_77f970c58ab386b9482dfd36ef2ca43b,GSS1432
sa_8a6c51464d83e159b75c70f31334aa89,GSS1787
sa_b0ae57b247d1d57e68240070b52b500a,GSS1376
sa_1beaa7f1a7f0c09532b8226b785a6a5c,GSS1698
sa_bcfc56646083319be12f67452ef676d0,GSS1787
sa_0a7e42e3f98dec7b98069721a8218e9c,GSS1540
sa_78e1c5e2c3190aa63cd86f90179e752e,GSS1704
sa_67876260f4fb6b8c2100fe57b3cf9716,GSS1298
sa_2daac714b2e661d26fd20ad1be74ed14,GSS1608
sa_7fd9aeedcc725665878710f5c165a3de,GSS1609
sa_7407ae2c77a899722a291a0d94c8cf96,GSS1376
sa_9d8af0f4857c807ce4e4e950fa0c7518,GSS1412
sa_f691c9e0b363dc700a58e5ce92b03f83,GSS1704
sa_b713bfe0fa6b6fee4fc9d89a5c5be7af,GSS1626
sa_f7d6d297a87ad983e76d5ddfac5a8581,GSS1412
sa_51be1ec14b1d7cc15cd7e149941573df,GSS1897
sa_24c25b26e9dbe144ad3b7e94988a9122,GSS1119
sa_e912223124fd231334d46025a07e09a0,GSS1468
sa_7efb691ad72835e40c3fcf640cf665f3,GSS1247
sa_6c097ef54971e222c9573360bf833de7,GSS1507
sa_389583926c959a345a044af10dfe153e,GSS1516
sa_7be1a66ba51a5882e3c10d8242d1845a,GSS1507
sa_6c151cba4cde18f3f22aee19f363ac47,GSS1355
sa_dcdc45ede14ad0ca9160ebe42c23d55f,GSS1376
sa_b42db18f1d1ac6e756cfce6b887208d8,GSS1403
sa_cd8103505fa4503bf5ba4809014c04e6,GSS1819
sa_28e07250412fd41b23562b383c5e286f,GSS1745
sa_6356baf22ccda00025c8775d611e770a,GSS1314
sa_4feb006c676cf23cc752e63844e85541,GSS1465
sa_14bf05bf1575bd3a140a37a9cb5a9319,GSS1468
sa_16ab255bfb2ba9824a60c13623a0fdd5,GSS1445
sa_6382ad5ab140db7ff86b3754e5adae3b,GSS1263
sa_0ca6b9806d537d3415a0e3bff554e10f,GSS1507
sa_a773149fb2799bcbb3c342b128d3d280,GSS1503
sa_be179a4e133cdc914f38e85c5606fb46,GSS1202
sa_ff81f44a170e455cc439ee74bf511d33,GSS1376
sa_ecd248d12834098f664bc19b09d28d5e,GSS1331
sa_15a8a85318e09160330d7dcbc7ae3e1e,GSS1432
sa_9dfe017e6a8a1e264ce49b5d882b8630,GSS1398
sa_6f6beca5e29a10846352ca5e76e961ae,GSS1608
sa_bc01daaabf348c9a74d1e7b70c049663,GSS1540
sa_75ff90e0ec4866586cb2c4df06ba0cce,GSS1606
sa_7c3b891bd0e228da7af9f730ae9dab45,GSS1729
sa_b735b94c4b19d9e365ea7c2da1772324,GSS1533
sa_7a836c61a9dc64d1418f16350ed45f30,GSS1310
sa_44dea141d2c8d204612f095587a4aac3,GSS1377
sa_2dd484773650ea687056eb186f2ea89d,GSS1331
sa_38e2c7d17c57df77d47e132fa2b508be,GSS1729
sa_e198354fe98e82fb3903355e86d7d077,GSS1345
sa_05eb3dccfce6e83bd34da6be99db0451,GSS1619
sa_adb1dc5874f3da3e845962b610daa43c,GSS1507
sa_a20dc72abd151caeb26ae3879b7d75bc,GSS1613
sa_06681ccd8c7adefb3dd7c236bb263664,GSS1609
sa_008f74c69e800fc1251fd354816edd24,GSS1376
sa_5d74e8d5c2637cbc4f7d008958eed112,GSS1704
sa_7e8cebb999c1191406716336890bbf44,GSS1377
sa_d8583de3c9e91039dfd583a538f402d3,GSS1597
sa_bec338a24dc951b72fd75599ef57106b,GSS1445
sa_4dec59efe3de3476ee293d16cff40ed7,GSS1614
sa_f3243a2440c27ea2f5ce2963389578eb,GSS1714
sa_9117afd784955603c202220da6e5339c,GSS1629
sa_2773b5b26c0651afac008b7b9b99e2e3,GSS1727
sa_5019f5c16c29f7eb418e92be3cd93f0e,GSS1331
sa_a19581db8a85d529b559d3df3b88ff2d,GSS1454
sa_fc8796738d9b5b54cb25190e585da300,GSS1247
sa_edfddebb4069003a8bc31b1f6ef49f69,GSS1398
sa_0dca3b53b1ab0278c97303d2d14d0858,GSS1613
sa_10e791b96ef9104506d0839914276740,GSS1376
sa_c431a7cd4425eaf8463c2b8a3a1d7a7e,GSS1022
sa_28995f1165659edaae570d820e49e90a,GSS1383
sa_e9961fe9398c828a74dcb690f9c74ebe,GSS1377
sa_97f2d1a13d843349d606fe90aacc6b15,GSS2063
sa_8af6c3c7092d6930126e84f4c71fa2bd,GSS1228
sa_327a11bfcbc3c57768ff997eb43b7937,GSS1606
sa_2a70fe1372705c02e99e97b89bcb62e0,GSS1700
sa_a3ea9eee221cb9b07a2f754bff999172,GSS1441
sa_2917d61de8d73316f2a67e3d8cae96a0,GSS1727
sa_4603bf20dbeb59c5a8fe630ec38f2c53,GSS1441
sa_c5c95a81c6b57e26666a1764301cbe08,GSS1734
sa_1736c93e45a687b742822898a46c930f,GSS1398
sa_7f51e880d25527ca8e050414446d255d,GSS1310
sa_ee1090d7d0217ab82d4c8ce1e849d4fa,GSS1918
sa_1f99c724d177d64a395ae2aaa2bbb685,GSS1501
sa_6d23a8a624cdbce4a2b5fb99b9019795,GSS1339
sa_73d49a3587b9aa0af84332c0f186d062,GSS1202
sa_270be15df46c5050547eae956e3f20d2,GSS1465
sa_4f5c9232280837bf0e4b9e12358c4897,GSS1507
sa_450f60fb06ce65846fd79bbb006a37b6,GSS1651
sa_3de811811d2c8ac9899a9cf113ad0120,GSS1540
sa_0eb54fddca47d27503cb3f8159c1fba6,GSS1517
sa_99f84bb570cf676901e436b3865f950a,GSS1370
sa_577924094c71719e687a9884d7037f7c,GSS1729
sa_0b6a7c41113ce735c84746c941b447a2,GSS1371
sa_00614c0532309e1973532545ed4f52d8,GSS1597
sa_aeb95306b49128187dbcf46582d9fa6c,GSS1674
sa_6ccacaa17a8614f5b220b74c04851ded,GSS1700
sa_95265caf16c8de7cd5cd0ef34bafc321,GSS1398
sa_7b58a5e6da52a8be56c0b7c23c8cb438,GSS2063
sa_01842c356f147dd87b7c96b780f65fe9,GSS1533
sa_0a479e023346f9c51c73a448bb22fe45,GSS1729
sa_6574989da4f80f2b9ec764a09f8e12e7,GSS1626
sa_4090157f4db55df2aea454b9c75616fb,GSS1412
sa_431713de7a307d3ccb844c6890621a87,GSS1732
sa_a6358328784e585aa63e23f46ba90d30,GSS1263
sa_b463933f97be44b8c6c906e88ddaad6f,GSS1261
sa_8c0fd2f1580af2b48f21bd2c0afd11c6,GSS1259
sa_ac85b4abab6ddf8b866e07a0cd0c3623,GSS1421
sa_e7a80acfbf21b2f0d163aa0a7c619f9a,GSS1391
sa_6cdb867a678ee2ad9be0b9813591a1f3,GSS1667
sa_8fcb8e698b29d1e2f976167a20ae938b,GSS1465
sa_7f9a02b4d3ab460faf4ac2b9005d054b,GSS1674
sa_e9499012c7c5bc215119ca3f2cd72144,GSS1421
sa_000f030f8d47342e8b120712f516053d,GSS1752
sa_60c4ebb8b8837ff5239d7ebf2f211349,GSS1441
sa_b3eac489c80edd603ac4dc24293891c2,GSS1605
sa_ae4857db278aa480a732a7d738774527,GSS1609
sa_03e796435f6b387b458fdb9c36d7979b,GSS1752
sa_2889406bc04b9618528413335f2c5285,GSS1745
sa_f60b821c6a66dd120590c28cd5d1aa1e,GSS1780
sa_be3a36182f8cf5bbe8f446056c2db6db,GSS1665
sa_bc6f0071ee35b2b08b854b7a005aac46,GSS1704
sa_c1feb42ea61fc9926a5add8c76ed71a3,GSS1412
sa_fccb7e9896f4725cee6c8e3bebe9167b,GSS1698
sa_e49a65889ead963243c33212d2f9a1fc,GSS1516
sa_b2b5ea2cf4fd70d1c3769983ef5899d4,GSS1614
sa_4515aea9de61ec80b394f9db54be0275,GSS1370
sa_62cf6457837c1289e0d30fbc9a384cd9,GSS1629
sa_b14c71f33ae105d322fc84ca5968f879,GSS1454
sa_d91113c297b896a35155dd82e427a9dd,GSS1410
sa_a62b2579a8d34c7d0eb15a79aa4afa8d,GSS1704
sa_fa5d6eb25307cf9ba2b3ac96ddaac4ba,GSS1638
sa_ebdcfc88038dabce4fa5b13369501ef7,GSS1310
sa_2d76079e91ffdbe36ee04fed0e1854a8,GSS1254
sa_e58f73c9cc711383a711fc51b0b026d9,GSS1727
sa_64f068754f94c03ac6965e43c85606d4,GSS1441
sa_964c9b3af4b33a1cd9fbad7dd06d7790,GSS1540
sa_a3f4fc7303aaf7fb027ca0a27027f228,GSS1819
sa_91e6b55591383984c88bc85c46454c1f,GSS1609
sa_b3aa0395e4646c30b6fa0f7bceb8e4c2,GSS1605
sa_47864b01de71432bdae7e45da4b14c69,GSS1613
sa_2ccae3a0eb1fbd555e4a95a8240f5b63,GSS1412
sa_cffa9e2a3fc3a94d3dac3b49d4c119fb,GSS1533
sa_7eb250a7ddef58988aa968052628de64,GSS1745
sa_248fbb90d1d9a249ee4a43d836ce46b9,GSS1338
sa_9751799679e2c6fb0373e45fa1c2d1a8,GSS1119
sa_5cd7af3a01cff0e582d7c50d2cffd8e6,GSS1247
sa_5547977b487823aa818d6269a9f69435,GSS1752
sa_74d4f7ec74a90db042977cf337dd190f,GSS1667
sa_dcbfe6d6f97948d9a6494bddf9b41006,GSS1254
sa_52c43a18d70549fd9fecc9b39fcb28c5,GSS1370
sa_d8d9c088f7d161560223e5f15da98b85,GSS1507
sa_26a62c3ebcb29bfcdfa82063b0b6a8ad,GSS1674
sa_81863c72aa43dc075daa290d915eaecd,GSS1918
sa_16c6db8e643ef45a1902b365dcbecf26,GSS1752
sa_f20dd1e95f48b06ab49b55ba640bca98,GSS1619
sa_45d2e2d06bbf83a8f517fc849a70fca8,GSS1516
sa_0fbeaf7c60f5ed94a0b0fe6247b753ec,GSS1371
sa_2bf619df733dd0fc11903a3f06b3219d,GSS1638
sa_4e5b27a94252ef968f217f08f25a1c3d,GSS1119
sa_d38ea30bd7a0aa8aa359cddaba6058ab,GSS1533
sa_7aee1cbe31322d711ebb383488e85ab0,GSS1339
sa_a5532676b84a86354de15f4767a8a948,GSS1338
sa_2a25d84ae9e455437e251958458ceb07,GSS1714
sa_c6887f1475becc969246a34ede5c35ee,GSS1507
sa_c42840081cba58f6cffc7a1fe0a2fac4,GSS1540
sa_65619f86cc3033dbe58351c50802a884,GSS1391
sa_937b8b4222439f5bf0a4beb4ffc3fa5c,GSS1780
sa_04987f81da4b8a99d42db3ee7d41bd3c,GSS1752
sa_a7b86c518822c94d9423e25dd0840803,GSS1638
sa_a40616f53a5166dde45077059d41199c,GSS1445
sa_04c2aab385ce40a4ae91e57b3e073bac,GSS1700
sa_c2eb31dee48b93a7ae9eec888b383b4f,GSS1819
sa_2e963b5f249bd64ef6273f5707b813e2,GSS1247
sa_3d5de36a6c29e246ab8313f6b5474f94,GSS1727
sa_e51ead8f931c8a0a3db9fcf65bb2c280,GSS1787
sa_b15f87aca56f267b29f2b6763978f550,GSS1420
sa_bd96bfd6f21992e60176d3316b9cc1f5,GSS1481
